Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Implicit Method,"clone()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,00,0,0,0,0
File,"main/java/org/apache/commons/csv/Assertions.java",main/java/org/apache/commons/csv/Assertions.java,1,1,1,1,4,0,3,0,,,,1,1,0,,2,1,0,2,,0,1,0,1,,36,4,10,4,2,22,,,2,6,4,2,,,,,2,2,2,1,,1,,2,20,3,3,3,2
File,"main/java/org/apache/commons/csv/CSVFormat.java",main/java/org/apache/commons/csv/CSVFormat.java,2,2,2,1,16,0,7,8,,,,1,3,6,,43,40,12,43,,0,4,0,39,,1009,61,382,94,214,573,,,154,246,84,170,,,,,25,25,25,25,,3,,1,50,100,100,108,67
File,"main/java/org/apache/commons/csv/CSVParser.java",main/java/org/apache/commons/csv/CSVParser.java,2,2,2,1,20,0,11,8,,,,2,3,0,,18,15,7,18,,1,3,0,14,,488,39,196,54,119,256,,,105,144,60,94,,,,,11,8,12,7,,4,,1,31,46,42,50,24
File,"main/java/org/apache/commons/csv/CSVPrinter.java",main/java/org/apache/commons/csv/CSVPrinter.java,4,3,5,2,28,1,15,12,,,,1,0,0,,15,15,3,15,,0,3,0,12,,494,39,241,51,156,215,,,116,179,55,136,,,,,18,15,27,12,,5,,0,89,63,59,76,30
File,"main/java/org/apache/commons/csv/CSVRecord.java",main/java/org/apache/commons/csv/CSVRecord.java,1,1,1,1,11,0,4,6,,,,1,0,2,,16,16,4,16,,3,1,0,12,,246,27,93,35,39,126,,,40,64,34,32,,,,,4,4,4,1,,2,,1,35,23,23,26,16
File,"main/java/org/apache/commons/csv/Constants.java",main/java/org/apache/commons/csv/Constants.java,0,0,0,0,0,0,0,0,,,,1,0,19,,0,0,0,0,,0,0,0,0,,75,15,22,21,19,38,,,20,21,21,1,,,,,0,0,0,0,,0,,1,73,0,0,0,0
File,"main/java/org/apache/commons/csv/ExtendedBufferedReader.java",main/java/org/apache/commons/csv/ExtendedBufferedReader.java,2,2,2,1,13,1,7,5,,,,1,0,0,,9,9,3,9,,4,0,0,5,,178,26,83,30,42,72,,,42,62,27,39,,,,,9,9,9,1,,4,,0,87,20,20,25,9
File,"main/java/org/apache/commons/csv/Lexer.java",main/java/org/apache/commons/csv/Lexer.java,3,2,4,2,18,0,11,7,,,,1,0,1,,19,19,7,19,,14,4,0,1,,432,37,241,54,153,164,,,117,173,54,129,,,,,14,14,19,9,,5,,0,68,66,56,80,45
File,"main/java/org/apache/commons/csv/QuoteMode.java",main/java/org/apache/commons/csv/QuoteMode.java,0,0,0,0,0,0,0,0,,,,1,0,0,,0,2,4,2,,0,0,0,2,,48,5,7,6,0,36,,,1,2,2,0,,,,,0,0,0,0,,0,,5,14,0,0,0,0
File,"main/java/org/apache/commons/csv/Token.java",main/java/org/apache/commons/csv/Token.java,0,0,0,0,3,0,2,1,,,,2,0,1,,2,4,8,4,,1,0,0,3,,75,14,24,16,7,37,,,10,14,10,5,,,,,1,1,1,1,,0,,1,54,2,2,2,2
File,"main/java/org/apache/commons/csv/package-info.java",main/java/org/apache/commons/csv/package-info.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,82,2,1,1,0,79,,,1,1,1,0,,,,,0,0,0,0,,0,,79,00,0,0,0,0
Package,"org",,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,0,,0,00,0,0,0,0
Package,"org.apache",,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,0,,0,00,0,0,0,0
Package,"org.apache.commons",,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,0,,0,00,0,0,0,0
Package,"org.apache.commons.csv",main/java/org/apache/commons/csv/Assertions.java,1,1,1,1,13,0,9,3,,,,32,27,41,24,,344,92,371,,24,39,3,305,,6669,697,4013,1549,2443,2075,,,2205,2873,1249,2003,,,,,25,25,27,25,,5,,0,52,668,638,718,441
Final Class,"org.apache.commons.csv.Assertions",main/java/org/apache/commons/csv/Assertions.java,1,1,1,1,4,0,3,0,1,2,0,,1,0,,,1,0,2,14,0,1,0,1,,17,2,9,3,2,6,,,1,5,3,2,,,,,2,2,2,1,1,1,0,0,67,3,3,3,2
Private Constructor,"org.apache.commons.csv.Assertions.Assertions()",main/java/org/apache/commons/csv/Assertions.java,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,1,1,1,0,1,1,0,1,1,1,1,,,,,,0,,0,50,1,1,1,1
Public Static Method,"org.apache.commons.csv.Assertions.notNull(Object,String)",main/java/org/apache/commons/csv/Assertions.java,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,5,1,2,0,1,2,1,3,1,2,2,2,2,1,,,,,,1,,0,00,2,2,2,1
Public Class,"org.apache.commons.csv.AssertionsTest",test/java/org/apache/commons/csv/AssertionsTest.java,1,1,1,1,4,0,4,0,1,5,0,,0,0,,,2,0,2,14,0,0,0,2,,15,2,10,5,2,3,,,2,5,3,2,,,,,1,1,1,1,1,0,0,0,30,2,2,2,2
Public Method,"org.apache.commons.csv.AssertionsTest.testNotNull()",test/java/org/apache/commons/csv/AssertionsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,2,1,1,2,1,1,1,1,1,1,,,,,,0,,0,00,1,1,1,1
Public Method,"org.apache.commons.csv.AssertionsTest.testNotNullNull()",test/java/org/apache/commons/csv/AssertionsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,1,2,1,1,1,1,1,1,,,,,,0,,0,00,1,1,1,1
Public Class,"org.apache.commons.csv.CSVFileParserTest",test/java/org/apache/commons/csv/CSVFileParserTest.java,4,4,4,1,22,0,21,1,1,21,0,,1,1,,,4,2,5,17,0,1,0,4,,132,10,112,39,78,12,,,64,91,40,72,,,,,9,9,9,1,1,3,50,0,11,23,23,24,5
Public Constructor,"org.apache.commons.csv.CSVFileParserTest.CSVFileParserTest(File)",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,2,0,6,1,2,3,1,2,1,1,1,1,,,,,,0,,0,00,1,1,1,1
Public Static Method,"org.apache.commons.csv.CSVFileParserTest.generateData()",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,1,16,1,15,6,8,0,4,2,6,10,6,7,2,2,2,1,,,,,,1,,0,00,2,2,2,1
Anonymous Class,"org.apache.commons.csv.CSVFileParserTest.generateData.(Anon_1)",test/java/org/apache/commons/csv/CSVFileParserTest.java,1,1,2,1,3,0,3,0,2,2,0,,0,0,,,1,0,1,13,0,0,0,1,,4,0,4,1,3,0,,,1,2,1,1,,,,,1,1,2,1,1,0,0,0,00,1,1,2,1
Public Method,"org.apache.commons.csv.CSVFileParserTest.generateData.(Anon_1).accept(File,String)",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,0,2,0,3,1,1,2,1,1,1,1,2,1,,,,,,0,,0,00,1,1,2,1
Private Method,"org.apache.commons.csv.CSVFileParserTest.readTestData()",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,2,4,0,3,1,4,5,2,3,2,2,3,1,,,,,,1,,0,00,2,2,3,1
Public Method,"org.apache.commons.csv.CSVFileParserTest.testCSVFile()",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,3,43,1,39,12,31,4,24,24,24,34,13,29,9,9,9,1,,,,,,3,,0,10,9,9,9,1
Public Method,"org.apache.commons.csv.CSVFileParserTest.testCSVUrl()",test/java/org/apache/commons/csv/CSVFileParserTest.java,,,,,,,,,,,,,,,,,,,,,,,,,2,43,1,40,13,32,3,24,24,25,35,14,30,9,9,9,1,,,,,,3,,0,07,9,9,9,1
Public Final Class,"org.apache.commons.csv.CSVFormat",main/java/org/apache/commons/csv/CSVFormat.java,2,2,2,1,16,0,7,8,2,18,0,,3,6,,,40,12,43,55,0,4,0,39,,974,57,367,79,214,557,,,139,231,69,170,,,,,25,25,25,25,1,3,62,1,52,100,100,108,67
Private Constructor,"org.apache.commons.csv.CSVFormat.CSVFormat(char,Character,QuoteMode,Character,Character,boolean,boolean,String,String,String[],boolean,boolean)",main/java/org/apache/commons/csv/CSVFormat.java,,,,,,,,,,,,,,,,,,,,,,,,,25,61,0,34,7,23,27,20,8,17,23,3,21,5,5,5,1,,,,,,3,,0,79,5,5,5,1
Public Method,"org.apache.commons.csv.CSVFormat.equals(Object)",main/java/org/apache/commons/csv/CSVFormat.java,,,,,,,,,,,,,,,,,,,,,,,,,13,68,1,67,3,45,0,5,163,21,46,2,44,25,25,25,25,,,,,,2,,0,00,25,25,25,25
Public Method,"org.apache.commons.csv.CSVFormat.format(Object...)",main/java/org/apache/commons/csv/CSVFormat.java,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,9,2,6,8,7,2,4,6,2,5,2,2,2,1,,,,,,1,,0,89,2,2,2,1
Public Method,"org.apache.commons.csv.CSVFormat.getAllowMissingColumnNames()",main/java/org/apache/commons/csv/CSVFormat.java,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,1,1,1,2,1,1,1,1,1,1,,,,,,0,,2,00,1,1,1,1
